id,user_id,artifact_dataset_id,updated_at,answer
8542,134,2674,"2023-01-27 23:52:42",""[{\"label\":\"cored\",\"answer\":[{\"x\":94.5,\"y\":104},{\"x\":193.5,\"y\":16},{\"x\":150.5,\"y\":49},{\"x\":323.5,\"y\":21}]}]""
8331,134,2675,"2023-01-27 23:48:28",""[{\"label\":\"caa\",\"answer\":[{\"x\":351.5,\"y\":99},{\"x\":540.5,\"y\":121},{\"x\":493.5,\"y\":321},{\"x\":94.5,\"y\":95}]},{\"label\":\"cored\",\"answer\":[{\"x\":204.5,\"y\":67},{\"x\":346.5,\"y\":215}]}]""
8534,134,2677,"2023-01-27 23:51:49",""[{\"label\":\"cored\",\"answer\":[{\"x\":195.5,\"y\":22},{\"x\":228.5,\"y\":199},{\"x\":82.5,\"y\":245}]}]""
7731,134,2681,"2023-01-27 23:37:38",""[{\"label\":\"cored\",\"answer\":[{\"x\":416.87473313009707,\"y\":98.46625199836812},{\"x\":364.24946626019374,\"y\":104.21523073205505},{\"x\":367.787299327078,\"y\":143.13139446778186},{\"x\":290.83943012234545,\"y\":70.6058165966546},{\"x\":175.8598554486071,\"y\":117.92433386623154},{\"x\":86.97179964314016,\"y\":85.19937799755216},{\"x\":557.5035975387462,\"y\":232.9039085399699}]}]""
8414,134,2682,"2023-01-27 23:49:46",""[{\"label\":\"cored\",\"answer\":[{\"x\":170.5,\"y\":378}]}]""
2751,137,2634,"2023-01-26 03:18:08",""[{\"label\":\"caa\",\"answer\":[{\"x\":281,\"y\":400.3999938964844},{\"x\":269,\"y\":223.39999389648438},{\"x\":248,\"y\":130.39999389648438},{\"x\":134,\"y\":124.39999389648438},{\"x\":227,\"y\":228.39999389648438},{\"x\":227,\"y\":188.39999389648438}]}]""
2740,137,2636,"2023-01-26 03:09:22",""[{\"label\":\"cored\",\"answer\":[{\"x\":312,\"y\":371.3999938964844},{\"x\":444,\"y\":254.39999389648438},{\"x\":180,\"y\":63.399993896484375}]}]""
2730,137,2637,"2023-01-26 03:02:05",""[{\"label\":\"cored\",\"answer\":[{\"x\":418.49456970285166,\"y\":254.31138096094014},{\"x\":448.3822698575317,\"y\":98.04443856339304},{\"x\":39.45282327485038,\"y\":266.2536216590322},{\"x\":483.1182481781059,\"y\":232.58592499689644},{\"x\":531.5345276355949,\"y\":399.2064661794093}]},{\"label\":\"caa\",\"answer\":[{\"x\":215.2730169548926,\"y\":114.37490116095317},{\"x\":330.49135664309046,\"y\":410.65063178774767}]}]""
2741,137,2638,"2023-01-26 03:10:31",""[{\"label\":\"cored\",\"answer\":[{\"x\":48,\"y\":307.3999938964844},{\"x\":3,\"y\":128.39999389648438},{\"x\":143,\"y\":233.39999389648438},{\"x\":66,\"y\":208.39999389648438}]}]""
2761,137,2640,"2023-01-26 03:39:13",""[{\"label\":\"cored\",\"answer\":[{\"x\":94.84540288482407,\"y\":197.06168972864756},{\"x\":171.49201654909587,\"y\":198.46547386169286},{\"x\":424.2819680370472,\"y\":339.6672246963428}]},{\"label\":\"caa\",\"answer\":[{\"x\":415.46969887236395,\"y\":377.58832923826947}]}]""
2714,137,2643,"2023-01-26 02:18:28",""[{\"label\":\"caa\",\"answer\":[{\"x\":535,\"y\":69.39999389648438},{\"x\":462,\"y\":129.39999389648438},{\"x\":396,\"y\":276.3999938964844},{\"x\":425,\"y\":216.39999389648438}]}]""
2756,137,2644,"2023-01-26 03:26:39",""[{\"label\":\"cored\",\"answer\":[{\"x\":182,\"y\":253.39999389648438},{\"x\":367,\"y\":316.3999938964844},{\"x\":548,\"y\":318.3999938964844}]},{\"label\":\"caa\",\"answer\":[{\"x\":556.8515689537523,\"y\":33.22021068995932}]}]""
2754,137,2645,"2023-01-26 03:23:26",""[{\"label\":\"cored\",\"answer\":[{\"x\":162.28141737269326,\"y\":48.63545137419328}]}]""
2760,137,2648,"2023-01-26 03:36:43",""[{\"label\":\"caa\",\"answer\":[{\"x\":299.76047904191614,\"y\":280.6946071236434}]},{\"label\":\"cored\",\"answer\":[{\"x\":482.3952095808383,\"y\":229.796403530829}]}]""
2713,137,2649,"2023-01-26 02:17:52",""[{\"label\":\"caa\",\"answer\":[{\"x\":237,\"y\":314.3999938964844},{\"x\":56,\"y\":208.39999389648438},{\"x\":92,\"y\":195.39999389648438},{\"x\":490,\"y\":52.399993896484375}]}]""
2763,137,2650,"2023-01-26 03:39:59",""[{\"label\":\"cored\",\"answer\":[{\"x\":264,\"y\":144.39999389648438},{\"x\":541,\"y\":131.39999389648438}]}]""
2706,137,2653,"2023-01-26 02:10:05",""[{\"label\":\"cored\",\"answer\":[{\"x\":282,\"y\":269.3999938964844},{\"x\":320,\"y\":288.3999938964844}]}]""
2746,137,2655,"2023-01-26 03:12:59",""[{\"label\":\"cored\",\"answer\":[{\"x\":313,\"y\":289.3999938964844}]},{\"label\":\"caa\",\"answer\":[{\"x\":120,\"y\":175.39999389648438},{\"x\":544,\"y\":137.39999389648438}]}]""
2762,137,2659,"2023-01-26 03:39:32",""[{\"label\":\"cored\",\"answer\":[{\"x\":540,\"y\":355.3999938964844},{\"x\":429,\"y\":354.3999938964844}]}]""
2710,137,2660,"2023-01-26 02:15:34",""[]""
2712,137,2661,"2023-01-26 02:16:44",""[{\"label\":\"cored\",\"answer\":[{\"x\":221,\"y\":167.39999389648438}]}]""
2755,137,2662,"2023-01-26 03:24:46",""[{\"label\":\"caa\",\"answer\":[{\"x\":402,\"y\":8.399993896484375},{\"x\":388,\"y\":65.39999389648438}]}]""
2753,137,2663,"2023-01-26 03:21:46",""[{\"label\":\"caa\",\"answer\":[{\"x\":274.5,\"y\":349.1999969482422},{\"x\":406.66666666666663,\"y\":380.38094656808033}]}]""
2707,137,2665,"2023-01-26 02:11:19",""[{\"label\":\"cored\",\"answer\":[{\"x\":160,\"y\":309.3999938964844},{\"x\":131,\"y\":366.3999938964844}]},{\"label\":\"caa\",\"answer\":[{\"x\":79.65081475211458,\"y\":316.86128157161755},{\"x\":394.794381907634,\"y\":311.54987313641215},{\"x\":157.12704783241878,\"y\":338.4218831856115}]}]""
2750,137,2666,"2023-01-26 03:14:58",""[{\"label\":\"cored\",\"answer\":[{\"x\":532,\"y\":196.39999389648438}]},{\"label\":\"caa\",\"answer\":[{\"x\":405,\"y\":71.39999389648438},{\"x\":412,\"y\":88.39999389648438}]}]""
2759,137,2667,"2023-01-26 03:35:13",""[]""
2738,137,2668,"2023-01-26 03:08:56",""[{\"label\":\"cored\",\"answer\":[{\"x\":226.39509634149695,\"y\":263.05455841033415},{\"x\":333.8577829086612,\"y\":402.8555534352098},{\"x\":417.93738489871095,\"y\":357.58192159441376}]},{\"label\":\"caa\",\"answer\":[{\"x\":441.32046947582535,\"y\":246.13913552476203},{\"x\":489.57917594348703,\"y\":125.74112557451325}]}]""
2737,137,2670,"2023-01-26 03:07:05",""[{\"label\":\"cored\",\"answer\":[{\"x\":481,\"y\":324.3999938964844},{\"x\":506,\"y\":86.39999389648438}]},{\"label\":\"caa\",\"answer\":[{\"x\":249.58421841716617,\"y\":57.41367465967639},{\"x\":393.46667297227395,\"y\":284.9767199393029}]}]""
2744,137,2671,"2023-01-26 03:11:29",""[{\"label\":\"caa\",\"answer\":[{\"x\":147,\"y\":37.399993896484375},{\"x\":440,\"y\":62.399993896484375},{\"x\":8,\"y\":37.399993896484375},{\"x\":384,\"y\":269.3999938964844},{\"x\":557,\"y\":76.39999389648438}]},{\"label\":\"cored\",\"answer\":[{\"x\":328,\"y\":238.39999389648438}]}]""
2752,137,2673,"2023-01-26 03:20:54",""[{\"label\":\"cored\",\"answer\":[{\"x\":95,\"y\":192.39999389648438},{\"x\":135,\"y\":226.39999389648438},{\"x\":408,\"y\":219.39999389648438},{\"x\":472,\"y\":55.399993896484375},{\"x\":380,\"y\":261.3999938964844}]},{\"label\":\"caa\",\"answer\":[{\"x\":159.85347985347988,\"y\":43.00365987365499},{\"x\":282.930402930403,\"y\":163.5164803864755},{\"x\":344.981684981685,\"y\":147.6190444890396},{\"x\":300.3663003663004,\"y\":146.59340346339857}]}]""
2757,137,2674,"2023-01-26 03:29:34",""[{\"label\":\"cored\",\"answer\":[{\"x\":507.8639516402462,\"y\":320.53668530132995},{\"x\":96.97045381857058,\"y\":103.37305699547957}]}]""
2729,137,2675,"2023-01-26 02:59:04",""[{\"label\":\"cored\",\"answer\":[{\"x\":497,\"y\":320.3999938964844}]},{\"label\":\"caa\",\"answer\":[{\"x\":535,\"y\":116.39999389648438},{\"x\":354,\"y\":112.39999389648438}]}]""
2711,137,2677,"2023-01-26 02:16:09",""[{\"label\":\"cored\",\"answer\":[{\"x\":228,\"y\":201.39999389648438},{\"x\":197,\"y\":25.399993896484375}]}]""
2764,137,2681,"2023-01-26 03:40:47",""[{\"label\":\"cored\",\"answer\":[{\"x\":175.74788098007696,\"y\":117.41013967200121},{\"x\":293.0163161659208,\"y\":71.10672320377103},{\"x\":414.3111353924803,\"y\":98.78811348369125},{\"x\":364.48463288862393,\"y\":104.82768954476474},{\"x\":367.5044209191607,\"y\":143.58163593665304}]}]""
2758,137,2682,"2023-01-26 03:31:48",""[{\"label\":\"cored\",\"answer\":[{\"x\":63.10574503445678,\"y\":339.66727845743986},{\"x\":171.19029188993656,\"y\":377.60320014345507},{\"x\":328.26485187704765,\"y\":404.1136744028831},{\"x\":447.1082660837238,\"y\":196.90770982187445}]},{\"label\":\"caa\",\"answer\":[{\"x\":506.98620227195687,\"y\":4.745236787415598}]}]""
5691,141,2634,"2023-01-27 21:33:59",""[{\"label\":\"caa\",\"answer\":[{\"x\":272,\"y\":226},{\"x\":278,\"y\":400},{\"x\":255,\"y\":133}]}]""
5705,141,2636,"2023-01-27 21:36:51",""[{\"label\":\"cored\",\"answer\":[{\"x\":313,\"y\":369},{\"x\":441,\"y\":252},{\"x\":182,\"y\":63}]}]""
5672,141,2637,"2023-01-27 21:30:51",""[{\"label\":\"cored\",\"answer\":[{\"x\":216,\"y\":115},{\"x\":450,\"y\":98},{\"x\":371,\"y\":24},{\"x\":398,\"y\":87},{\"x\":418,\"y\":254}]},{\"label\":\"caa\",\"answer\":[{\"x\":118,\"y\":165},{\"x\":110,\"y\":216},{\"x\":177,\"y\":236},{\"x\":484,\"y\":229},{\"x\":330,\"y\":407},{\"x\":41,\"y\":263},{\"x\":29,\"y\":111},{\"x\":532,\"y\":402},{\"x\":149,\"y\":288}]}]""
5704,141,2638,"2023-01-27 21:36:37",""[{\"label\":\"caa\",\"answer\":[{\"x\":57,\"y\":306},{\"x\":60,\"y\":197},{\"x\":210,\"y\":215}]}]""
5707,141,2640,"2023-01-27 21:37:18",""[{\"label\":\"caa\",\"answer\":[{\"x\":60,\"y\":140},{\"x\":95,\"y\":195},{\"x\":171,\"y\":197},{\"x\":321,\"y\":252},{\"x\":321,\"y\":371}]}]""
5687,141,2643,"2023-01-27 21:33:09",""[{\"label\":\"caa\",\"answer\":[{\"x\":536,\"y\":72},{\"x\":464,\"y\":130},{\"x\":394,\"y\":275}]},{\"label\":\"cored\",\"answer\":[{\"x\":421,\"y\":215}]}]""
5703,141,2644,"2023-01-27 21:36:18",""[{\"label\":\"cored\",\"answer\":[{\"x\":368,\"y\":317},{\"x\":549,\"y\":317},{\"x\":182,\"y\":252},{\"x\":228,\"y\":182},{\"x\":434,\"y\":178}]}]""
5722,141,2645,"2023-01-27 21:40:26",""[{\"label\":\"caa\",\"answer\":[{\"x\":79,\"y\":86}]},{\"label\":\"cored\",\"answer\":[{\"x\":124,\"y\":44}]}]""
5713,141,2648,"2023-01-27 21:38:36",""[{\"label\":\"caa\",\"answer\":[{\"x\":300,\"y\":279},{\"x\":260,\"y\":141},{\"x\":45,\"y\":254},{\"x\":283,\"y\":311}]}]""
5684,141,2649,"2023-01-27 21:32:15",""[{\"label\":\"caa\",\"answer\":[{\"x\":237,\"y\":318},{\"x\":208,\"y\":269},{\"x\":56,\"y\":211},{\"x\":88,\"y\":196},{\"x\":23,\"y\":124}]}]""
5665,141,2650,"2023-01-27 21:29:59",""[{\"label\":\"cored\",\"answer\":[{\"x\":264,\"y\":142},{\"x\":541,\"y\":129}]}]""
5701,141,2653,"2023-01-27 21:36:02",""[{\"label\":\"cored\",\"answer\":[{\"x\":281,\"y\":272},{\"x\":321,\"y\":287},{\"x\":277,\"y\":134},{\"x\":30,\"y\":61}]}]""
5658,141,2655,"2023-01-27 21:29:06",""[{\"label\":\"caa\",\"answer\":[{\"x\":119,\"y\":178},{\"x\":137,\"y\":345},{\"x\":268,\"y\":230},{\"x\":326,\"y\":271},{\"x\":281,\"y\":327},{\"x\":240,\"y\":402},{\"x\":377,\"y\":375},{\"x\":539,\"y\":274},{\"x\":533,\"y\":117}]}]""
5694,141,2659,"2023-01-27 21:34:33",""[{\"label\":\"cored\",\"answer\":[{\"x\":540,\"y\":354},{\"x\":429,\"y\":351},{\"x\":535,\"y\":177}]}]""
5693,141,2660,"2023-01-27 21:34:16",""[{\"label\":\"caa\",\"answer\":[{\"x\":533,\"y\":136}]}]""
5681,141,2661,"2023-01-27 21:32:00",""[{\"label\":\"cored\",\"answer\":[{\"x\":219,\"y\":167},{\"x\":250,\"y\":384}]},{\"label\":\"caa\",\"answer\":[{\"x\":66,\"y\":90}]}]""
5674,141,2662,"2023-01-27 21:31:17",""[{\"label\":\"caa\",\"answer\":[{\"x\":387,\"y\":69},{\"x\":403,\"y\":9},{\"x\":90,\"y\":151}]}]""
5663,141,2663,"2023-01-27 21:29:44",""[{\"label\":\"caa\",\"answer\":[{\"x\":258,\"y\":345},{\"x\":231,\"y\":271},{\"x\":405,\"y\":375},{\"x\":279,\"y\":322},{\"x\":8,\"y\":11},{\"x\":214,\"y\":211}]}]""
5686,141,2665,"2023-01-27 21:32:56",""[{\"label\":\"cored\",\"answer\":[{\"x\":161,\"y\":309},{\"x\":132,\"y\":363},{\"x\":8,\"y\":217}]},{\"label\":\"caa\",\"answer\":[{\"x\":393,\"y\":309}]}]""
5710,141,2666,"2023-01-27 21:37:59",""[{\"label\":\"cored\",\"answer\":[{\"x\":532,\"y\":195}]},{\"label\":\"caa\",\"answer\":[{\"x\":406,\"y\":89},{\"x\":407,\"y\":68},{\"x\":275,\"y\":396}]}]""
5716,141,2667,"2023-01-27 21:39:13",""[{\"label\":\"caa\",\"answer\":[{\"x\":274,\"y\":41},{\"x\":302,\"y\":54},{\"x\":246.48648648648648,\"y\":388.5405405405407}]}]""
5699,141,2668,"2023-01-27 21:35:18",""[{\"label\":\"cored\",\"answer\":[{\"x\":416,\"y\":357}]},{\"label\":\"caa\",\"answer\":[{\"x\":315,\"y\":78},{\"x\":46,\"y\":395},{\"x\":346,\"y\":124}]}]""
5718,141,2670,"2023-01-27 21:39:33",""[{\"label\":\"caa\",\"answer\":[{\"x\":394,\"y\":285},{\"x\":249,\"y\":61}]},{\"label\":\"cored\",\"answer\":[{\"x\":481,\"y\":325},{\"x\":507,\"y\":87},{\"x\":384,\"y\":123}]}]""
5656,141,2671,"2023-01-27 21:28:33",""[{\"label\":\"caa\",\"answer\":[{\"x\":158.0952380952381,\"y\":35.238095238095234},{\"x\":432.38095238095235,\"y\":62.857142857142854},{\"x\":13.333333333333332,\"y\":32.38095238095238},{\"x\":328.57142857142856,\"y\":240.95238095238093},{\"x\":383.8095238095238,\"y\":268.57142857142856},{\"x\":157.14285714285714,\"y\":303.8095238095238},{\"x\":125.71428571428571,\"y\":267.6190476190476},{\"x\":549.5238095238095,\"y\":75.23809523809524}]}]""
5689,141,2673,"2023-01-27 21:33:38",""[{\"label\":\"cored\",\"answer\":[{\"x\":380,\"y\":264},{\"x\":407,\"y\":217},{\"x\":472,\"y\":54}]},{\"label\":\"caa\",\"answer\":[{\"x\":286,\"y\":162},{\"x\":296,\"y\":147},{\"x\":135,\"y\":229},{\"x\":91,\"y\":190},{\"x\":159,\"y\":41},{\"x\":473,\"y\":166}]}]""
5677,141,2674,"2023-01-27 21:31:34",""[{\"label\":\"cored\",\"answer\":[{\"x\":95,\"y\":101},{\"x\":323,\"y\":22}]},{\"label\":\"caa\",\"answer\":[{\"x\":58,\"y\":139}]}]""
5696,141,2675,"2023-01-27 21:34:56",""[{\"label\":\"caa\",\"answer\":[{\"x\":498,\"y\":316},{\"x\":353,\"y\":103},{\"x\":535,\"y\":114},{\"x\":131,\"y\":99},{\"x\":205,\"y\":61}]}]""
5724,141,2677,"2023-01-27 21:41:11",""[{\"label\":\"cored\",\"answer\":[{\"x\":195,\"y\":26},{\"x\":228,\"y\":199},{\"x\":89,\"y\":244}]},{\"label\":\"caa\",\"answer\":[{\"x\":229,\"y\":167}]}]""
5709,141,2681,"2023-01-27 21:37:41",""[{\"label\":\"cored\",\"answer\":[{\"x\":367,\"y\":146},{\"x\":417,\"y\":98},{\"x\":175,\"y\":117},{\"x\":297,\"y\":72},{\"x\":279,\"y\":199},{\"x\":554,\"y\":231},{\"x\":365,\"y\":104}]}]""
5721,141,2682,"2023-01-27 21:40:12",""[{\"label\":\"cored\",\"answer\":[{\"x\":208,\"y\":98},{\"x\":198,\"y\":204},{\"x\":170,\"y\":379},{\"x\":63,\"y\":339},{\"x\":326,\"y\":402}]},{\"label\":\"caa\",\"answer\":[{\"x\":506,\"y\":5}]}]""
2668,149,2634,"2023-01-26 02:00:44",""[{\"label\":\"caa\",\"answer\":[{\"x\":272.5,\"y\":224},{\"x\":288.5,\"y\":402},{\"x\":253.5,\"y\":129}]}]""
2665,149,2636,"2023-01-26 02:00:31",""[{\"label\":\"cored\",\"answer\":[{\"x\":314.5,\"y\":374},{\"x\":438.5,\"y\":257},{\"x\":181.5,\"y\":64}]}]""
2661,149,2637,"2023-01-26 01:59:26",""[{\"label\":\"cored\",\"answer\":[{\"x\":482.2709335875323,\"y\":233.69969274765143},{\"x\":418.21218625789913,\"y\":254.90223587788213},{\"x\":112.17112999464177,\"y\":213.90775369930535},{\"x\":455.4203694656525,\"y\":101.6722985643561}]}]""
2685,149,2638,"2023-01-26 02:03:26",""[{\"label\":\"caa\",\"answer\":[{\"x\":72.5,\"y\":247},{\"x\":184.5,\"y\":118},{\"x\":17.5,\"y\":128}]}]""
2680,149,2640,"2023-01-26 02:02:44",""[{\"label\":\"caa\",\"answer\":[{\"x\":64.5,\"y\":138},{\"x\":170.5,\"y\":196},{\"x\":94.5,\"y\":196},{\"x\":416.5,\"y\":374}]}]""
2686,149,2643,"2023-01-26 02:03:35",""[{\"label\":\"caa\",\"answer\":[{\"x\":537.5,\"y\":67},{\"x\":462.5,\"y\":125},{\"x\":426.5,\"y\":210},{\"x\":398.5,\"y\":273}]}]""
2653,149,2644,"2023-01-26 01:58:05",""[{\"label\":\"cored\",\"answer\":[{\"x\":366.6085180549087,\"y\":317.66802761305524},{\"x\":182.5831655083758,\"y\":253.72701528756502}]},{\"label\":\"caa\",\"answer\":[{\"x\":433.66860415237403,\"y\":179.6490132031556},{\"x\":230.92880897399036,\"y\":181.98831853213693},{\"x\":268.357694237692,\"y\":156.25595991334208}]}]""
2652,149,2645,"2023-01-26 01:57:46",""[{\"label\":\"caa\",\"answer\":[{\"x\":71.24237503037253,\"y\":322.28215037851623},{\"x\":133.82746739455882,\"y\":366.8503222136186},{\"x\":141.41353919627838,\"y\":390.0826671063847},{\"x\":149.4737404856054,\"y\":407.6254581478612},{\"x\":183.61106359334337,\"y\":383.4448542798801},{\"x\":202.57624309764225,\"y\":400.51351583374907},{\"x\":325.84990987558496,\"y\":380.6000773542353},{\"x\":373.7369881239396,\"y\":389.1344081311698},{\"x\":402.1847573803879,\"y\":407.6254581478612},{\"x\":377.0558945371919,\"y\":272.4985541797317},{\"x\":368.5215637602574,\"y\":248.3179503117506},{\"x\":317.31557909865046,\"y\":265.3866118656196},{\"x\":334.8583701401269,\"y\":236.93884260917127},{\"x\":398.8658509671356,\"y\":127.41493097184525},{\"x\":430.63252663683625,\"y\":126.94080148423778},{\"x\":516.1825739303945,\"y\":133.86023288404454},{\"x\":545.8850324821078,\"y\":90.79166798406031},{\"x\":464.79732063593053,\"y\":148.41443757438404},{\"x\":512.0242297331547,\"y\":192.67110081643685},{\"x\":539.0534670152138,\"y\":192.96812540195398},{\"x\":487.69057827838697,\"y\":90.9555401562786},{\"x\":509.888841780819,\"y\":48.00045883339065},{\"x\":372.08663458390333,\"y\":99.60421424813524},{\"x\":282.14042402859434,\"y\":199.06396630448654}]}]""
2664,149,2648,"2023-01-26 02:00:15",""[{\"label\":\"caa\",\"answer\":[{\"x\":390.5940594059406,\"y\":309.9009900990099},{\"x\":299.88110293525494,\"y\":281.3794269675485}]}]""
2676,149,2649,"2023-01-26 02:02:11",""[{\"label\":\"caa\",\"answer\":[{\"x\":238.5,\"y\":320},{\"x\":208.5,\"y\":264},{\"x\":90.5,\"y\":202},{\"x\":51.5,\"y\":209},{\"x\":13.5,\"y\":123}]}]""
2698,149,2650,"2023-01-26 02:05:16",""[{\"label\":\"cored\",\"answer\":[{\"x\":265.5,\"y\":146}]}]""
2703,149,2653,"2023-01-26 02:06:38",""[{\"label\":\"cored\",\"answer\":[{\"x\":321.5,\"y\":291},{\"x\":282.5,\"y\":272},{\"x\":274.5,\"y\":195},{\"x\":275.5,\"y\":135}]}]""
